,Commment,Category
247,Recuerden que los vídeos `` primer vistazo '' en realidad son anuncios pagados . ,0
248,"la más equipada cuesta 450000 , con eso te alcanza para una cx3 , con mejor mecánica o una subaru xv , kicks muchas lucesitas con su motor 1.6 y caja cvt , de hecho en nissan te alcanza para una xtrail . ",0
249,. Subestimado o sobrestimado ? ,0
251,".. Honda mal de su cabeza quien va a pagar casi 600000 pesos..🤣🤣🤣 , si las marcas premium se pusieran inteligentes y bajaron un poco su precio todos optarían por mejor un auto premium , con 600000 pesos compras un minicoper , pero también , las marcas premium son tontas , dicen las marcar normales ponen precios altos nosotros pondremos más caros nuestros autos , lo que no ven ninguna de las marcas es que las personas prefieren mejor no comprar nada e irse por un seminuevo..👎👎👎 . ",0
252,"casi 600mil pesos por un auto con motor de podadora , calidad promedio y con muchísimos faltantes en equipamiento . ",0
253,", le inviertes un poco más y mejor te compras un premium ... . . ",0
254,. A pesar de los cambios no son nada competitivos con lo que ofrecen otras marcas . La marca está perdiendo participación de mercado . ,0
256,". El Honda Civic está monstrusamente sobrevalorado , ",0
257,"de paso , por el precio ni en su versión más equipada incorpora un espejo electrocromico y tampoco salidas de aire para los ocupantes traseros ( cosa que un Kia Forte si tiene ) ¿Quien en su sano juicio compraría un Civic Touring antes que un Jetta GLI , un Mazda 3 Turbo o un Forte GT ? . ",0
258,"que tiene freno autonomo de emergencia con deteccion de peatones , alerta inteligente de colision frontal , asientos en piel , descansabrazos en la parte trasera , encendido remoto de motor , conexiones tipo c que es lo que hoy se usa , monitoreo de presion de llantas , faros full led , suspension trasera independiente , camara 360 , alerta de trafico cruzado , advertencia de cambio de carril , alerta inteligente para el conductor , 10 bolsas de aire y la opcion de elegir un segundo color para el techo . todo esto que la version base de ese civic no tiene . ",0
259,Yo tengo el 2017 es una chulada manual no con pinche transmisión de motoneta y no caro cono ahora Parece una ballenita de esas frentonas . ,0
260,"🙄🤮🤮 el precio elevado no punto ciego no cargador inductivo no luz de ambiente haciento sin aire calefactable para que sin memorias de haciento lo único bueno el sonido bosse . 475 mil en la versión más económica , ",0
261,"Honda últimamente le falta ofrecer más , pues también con el City se siente decepcionante , y que raro , porque antes eran de los mejores . ",0
262,", por ese precio de entrada mejor el nuevo Elantra con todos los asistentes y carro del año en Norteamérica . ",0
263,y no le pueden poner salidas de aire a los asientoa traseros q autos de la mitad de precio si le ponen . ,0
264,. Por ese precio ni loco antes un Camry .,0
265,Tambien hay que voltear a ver los reportes en los ultimos 5 años que ha tenido la HONDA de sus clientes sobre averias que han sufrido sus autos y no les aceptan la garantia . Para este tipo de version el Jetta y Mazda3 son los que estan a la cabeza .  ,0
268,unas llantitas mini con pequeños rines . Equipo básico . Y no Inova en nada . Mismo motor . Viene de India solo este se venderá en países subdesarrollados.etc . prefiero un Jetta o un Corolla . ,0
269,"y usa llave de navaja , tablero analógico y 4 bolsas , UNA BURLA . ",0
270,"… con 4 bolsas de aire , sin ajuste telescópico de volante y un etc . extenso , sinceramente está lejos no solo del jetta , de casi todos de ese segmento . Súmenle que Chevrolet es experta en desaparecer coches de la noche a la mañana , no gracias . ",0
271,"ni para comprarlo con un precio tan elevado y sin nada de tecnología ni seguridad no vale la pena , que no traiga encendido de botón , aire automático , espejo electrocromico ni sensor de lluvia la verdad no vale la pena ni voltear a ver a chevrolet ... deja mucho que desear con sus carros ya .  ",0
272,"dos bolsas de aire menos que en su segmento , encendido por llave cuando la mayoría ya es por botón Y por dios chevrolet solo dos cabeceras traseras , por ese precio ! Y ya ni hablar de acabados , chevrolet anda muy pero muy perdido en este segmento . ",0
273,"con solo 4 bolsas de aire para comenzar , pasando por el infoentretenimiento , solo Apple , la parte trasera ni una salida de aire o conexión de nada etc . Solo el motor es el que da la cara pero no es suficiente , queda a deber bastante . ",0
274,. Es amplio y es muy parecido al Sedan de MG casi es el mismo coche . ,0
275,Por ese precio me saco un alemán . ,0
276,", con interior de un sonic premier , híbrido con otros , caja automática por lo cual para manejos de ciudad en cuanto consumo vas a gastar 9km por litro , que es caso lo mismo que un Porsche , y todo este engaño por casi medio millón de pesos ? ! ? Hace 4 años el Malibu más equipado tenía aproximadamente el mismo precio y son de dimensiones totalmente distintas en cuanto a entrega de producto ... Lamentable la decadencia y descaro de los productos de Chevrolet . wow ! ",0
278,". Pues sus rivales lo destrozan en todo sentido , ya que hay autos del segmento más potentes , con mucha más seguridad y mejor equipamiento interior , así como mejores materiales . Un rotundo fracaso en toda regla , que sólo será recordado por ser el hazmerreír de la industria automotriz . ",0
279,... ... NO PARA EL CANAL Y MUCHO MENOS PARA EL PRESENTADOR GRACIAS . ,0
280,"tan solo con traer llave normal a mi me perdio , por el precio un Mazda es mucho mejor , no niego q el cabalier es bonito por fuera pero el precio asusta y aun no es halloween ! ! Saludos ! ! . ",0
281,", calidad general , sistemas de seguridad , equipamiento… hay mucho mejores ofertas en el mercado .  ",0
282,", 4 bolsas de aire , encendido tradicional , ninguna ayuda adicional extra ala generación pasada y todo esto por más de 400 mil pesos , Nmms díganme cualquier visión , VW , Mazda , Nissan , cualquiera de esos por ese precio te dan muchísimas cosas más en cuestiones de seguridad audio y de más . ",0
283,"El Civic nuevo se me hacia caro , pero viendo este Cavalier tan chafa , 1,000 veces el Civic por calidad aunque el nuevo diseño esta horrible . ",0
286,"pero en autologia hablan maravillas de la marca ! Es caro tiene pésimo equipo de seguridad parece por dentro un baic en el tablero de hecho hasta suena emocionado del auto , es feo por fuera y por dentro ! El mg5 elegance cvt cuesta menos que está porquería y tiene mejor todo de defensa a defensa y en equipo años luz pero eso no lo mencionan . ",0
287,". Calidad de ensamble de un país jodido , fallas en la bomba de gasolina , rebabas en los plásticos , ruidos , motor anémico , transmisiones viejas . ¿Quien se atreve a comprar esa porquería para tercermundistas ? Compren CALIDAD , MAZDA , Honda , Toyota mínimo . Si no después ni se quejen que mandan pura basura . ",0
289,"yo tuve uno , y lo vendí porque es muy pequeño , y muy lento ... Jeje.. me arrepentí de haberlo comprado .. 😂😂 . ",0
290,"SIN TENER UNA APARIENCIA DE UN MODELO FRESCO , EN FIN NADA DE NADA SÓLO ES PURO PLÁSTICO RECICLADO SOBRE RUEDAS DE MAL EN PEOR WV HACIENDO LAS COSAS MUY MAL ... . ",0
292,". Calidad de ensamble de un país jodido , fallas en la bomba de gasolina , rebabas en los plásticos , ruidos , motor anémico , transmisiones viejas . ¿Quien se atreve a comprar esa porquería para tercermundistas ? Compren CALIDAD , MAZDA , Honda , Toyota mínimo . Si no después ni se quejen que mandan pura basura . ",0
293,".. Ya de entrada una Tracker la supera por 360,000 Antes era VW 100 % , pero desde que ha llenado de experimentos Brasileños ( 3er mundo ) a precios de 1er mundo ... ! ! ! ( no es nada contra los Brasileños , hablamos de autos solamente ) . Y al joven , si puede sacarse el chicle , Aveces no se le entiende lo que dice . ",0
295,no me jodan ?,1
297,"Solo 2 bolsas de aire, sin control de estabilidad, sin llanta de refaccion y $500,000 peso",1
298,Parece una Cross Fox 2006,1
300,parece spark,1
301,Los chinos lo hicieron de nuevo,1
302,"Algo que molesta, es el tema de que en un auto electrico, donde cada what consumido cuenta, pongan halogenos bulbos normales en direccionales",1
304, Que baratooo!!!! Tendré que echarle mas agua al shampoo para ahorrar y después de 15 años me lo pueda comprar.,1
305,Mejor le compro a Bimbo una de sus camionetas.,1
306,"Metal y al tocarlo se oye a plástico, que vergüenza jajaj",1
307,Parece una camioneta de dama,1
308,la erección se siente muy coreana,1
309,en lo personal no pagaría casi 450mil por este aut,1
310,El Focus ST chino (coreano),1
311,Creo que su aspecto sera su peor enemigo,1
312,Se sigue viendo igual de feo,1
313,"Digamos que la erección se sigue sintiendo Coreana"" jajaja",1
314,en lo personal no perdono que el mazda no traiga pantalla touch! que pedo,1
315,Basura! Paso!,1
316,"Está algo largo, parece tipo vagoneta-coupé ",1
317,Un auto mas para godinez,1
318,en cuanto al mazda su gran defecto es el espacio en los asientos traseros,1
319,Hay algo peor que un Vagueto y Hondero??? Si... Un MAZDETO,1
320,No me gusta el volante redondo :(,1
322,Se quejan de la suspensión de eje rígido.. Y el hatch sin alma contra impactos y recibe la estrella.. El mundo al revés..,1
324,Jajaja un premium con imitación de piel?,1
325,"Salgo a la calle y dondequiera veo uno, mejor algo diferente!",1
326," no se merece la estrella, no piensa en los ocupantes de atrás, hasta un bora 2007 tiene salidas de AC para ocupantes traseros, y es un auto de hace mas de 13 años",1
327, tiene demasiados peros para tener la estrella de autodinamico,1
328, Autodinamico con tantos errores,1
329, con familia deja de ser funcional,1
330,Estrella para un sedan con asientos traseros incómodos?,1
331,No es techo panorámico es un quema coco,1
332, ahora si falló la estrella de Autodinamico,1
333,"apantallan , pero envejecen terriblemente",1
334,Mazda se me hace lo más corriente mecánicamente hablando,1
335,Sus llantas son un dolor de cabeza en un año ya reventé 3 llantas por los baches,1
336,las plazas traseras son las peores de la categoria,1
337,"Esta nueva línea no me gusta, era mejor la anterior que era muy buena",1
338,"NO me gusta por trompudo, un amigo tuvo uno y lo vendió (muy rápido) y regreso a VW.",1
339,", lo fui a ver y me decepcionó el espacio trasero, lastima es algo importante si buscas algo familiar,",1
340,La publinota de Mazda de siempre,1
341,"¿Porque se esfuerzan tanto en que mazda ""encaje"" en el segmento premium?",1
344,Desde cuándo un coche es de lujo por la simplecidad,1
345," sus productos son de mediano nivel, cero premium... No inventes por favor",1
346,le encontré muchos defectos,1
347," una guantera que alcerrarla le suena todo y se le mueve todo....mmmm no se rick, parece falso que sea lo mejor de lo mejor",1
348,"a, si es tan cerca de un premium porque tiene materiales tan chafos que realmente solo dar el vistazo pero no son de calidad.",1
349,es una sonaja con llantas,1
351,parece que está chocado,1
353,Probé esta versión de Mazda y no me gusta su manejo,1
354,sale muy malo y muy delicado y mas con las calles que existen aqui ,1
355, hasta el de ford me parece más avanzado y mejor,1
356,que chafa.,1
357,"ERROR -> ""NO ES TECHO PANORÁMICO""",1
359,Me gusta más mi mazda 2017,1
360,"Que mamada ???? ningún carro va a bajar de precio ???? Y los carros Chinos si estan culeros, ya se ha visto",1
362,Seguramente es para poder ingresar los nuevos trolebus que provienen de China.,1
365,"A la verga todos ustedes, con sus coches y consoladores eléctricos!!",1
366,Me parecen más viables las motos eléctricas,1
367,"No me gustan los eléctricos. Por culpa de los eléctricos y las suv, muchos autos están siendo eliminados .",1
368,Esta carisimo!,1
369,Respuesta,1
370,Que feo auto,1
372,"Ese auto es basura, no nos pudieron traer el europeo pero nos dieron esa porquería y a precio del europeo",1
374,In March por 300k no maaaa,1
376,"El ""nuevo March"", es ""la misma gata pero revolcada"" ... ni más ni menos.",1
377,"El nuevo March es igual al viejo March, pero ahora con sombrero ",1
378,"Tan bien pen..... los de Nissan, más de 300 mil pesos por esa corcholata sin ESP ?",1
380,"Un triste carro por donde se le vea, con ese precio te compras algo usado y hasta accedes de uno a dos niveles más en la categoría. Da pena ajena Nissan con este tipo de ""esfuerzos"", pero da más pena la gente que cae y compra autos como este ""nuevo"" March.",1
384,HORRIBLE,1
385,"Prefiero comprarme un mazda, honda toyota 10 años mas viejo por la mitad y será 50mil veces mejor",1
386,"No mames, muy muy caro",1
387, Nissan: Pongamos calaveras led y luces diurnas led al March pero no al Sentra (ni el Sentra Exclusive las tiene),1
389,"NOOO, NI LOCO ME COMPRO UN MARCH POR MAS 300 K,",1
390,Con 300 mil pesos me compro un BMW o Audi del 2016 jajaja,1
391,mínimo le hubieran conseguido unas llantas apropiadas al jimny,1
392,Muy vergas el jeep pero prefiero no gastarme $2000 de gasolina a la semana,1
393,"ese motorcito de juguete, siendo sinceros, no sirve para nada ",1
394,"que vas a recibir? un vehículo que no tiene T"" aaaajajaja",1
395,"450,000 por un polo levantado y un motor torpe pero esta “bonito” por fuera y una pantalla, si que saben cómo satisfacer el mercado mexicano",1
396,"Nadie: Marcas de autos: le quitan un cilindro y le ponen turbo* Los que prueban los autos: oh, interesante mecánica, buen auto.",1
399,me arrepentí de haberlo comprado,1
400,+$400k por un Polo SUV con motor de 1L??? Nmms. Nmms.,1
401, entraron años tarde al mercado de las SUV y ahora quitan el polo para está madre 3 cilindros...,1
402,Yo veo que este nuevo NIVUS es el nuevo VIRTUS que nació MUERTUS,1
403,"No gracias, me quedo con mi Toledo TSI aún con todo y su dsg ",1
404,Soy fan de volkswagen pero esto yo no lo compró,1
405,Carísimo...Carísimo,1
406,Hecho en Brasil malo,1
407,"Por $15,000 más un Corolla.",1
408,Esa es la mas versión más equipada? Para ser sincero pensaba que era la básica,1
409,no me sorprende para nada el nuevo Virtus.,1
410,X ése precio y sin frenos de disco atrás que no chinguen,1
411,ni cómo defender este carro,1
413,Porquería brazileña que la ignorancia del consumidor mexicano lo hará un hit de ventas.,1
414,Un auto brasileño = mala calidad.,1
415, mejor el nuevo versa mínimo está más bonito,1
416,"VW cobra muchos intereses en sus créditos, el servicio y atención es muy malo, refacciones carisimas, se los roban mucho. Mejor Toyota",1
417,"Para mi sigue siendo un vento alargado, con precio exagerado y equipamiento mediocre, normal en vw",1
418,Soy hater de Mazda,1
419,Se ve bien corriente en sus interiores recuerda mucho al pointer yo creo que hay mejores opciones por ese precio ,1
420," Como siempre, VW con productos sobrevalorados.",1
422,"Lamentablemente esperaba mucho más de este modelo,es una total decepción y mas austero que nada",1
423,Como siempre VW tratando de vendernos espejitos.,1
424,Me quedo mil veces con mi Toledo 1.2 TSI,1
425, no mamen!!! Donde pinches olvidaron los motores turbo,1
427,Muy bonito por fuera muy feo por dentro yo no lo compraría,1
428,"se mamaron con el precio, del precio del Vento Confortline al Virtus Confortline sí hay una enorme diferencia.",1
429,No es que sea malo o que esté feo. Está caro! Para lo que es,1
430,"Carísimo, trae lo mismo que un Kwid por $100 mil más, no mamen pinche VW",1
431,VW Virtud 2020. Peor de lo que piensa ,1
432, esperaba mucho el vehículo pero la vdd es una porqueria ,1
433,Plástico rígido a más no poder como todo un buen vw,1
434,Puras chinaderas ya vende vw en donde quedó el auto del pueblo? 290000,1
435,"uy caro, motor arcaico, poco equipo, tambor atrás? En serio? Por 40 mil menos te llevas un Río.",1
436,"Neta se la Bañaron, VW vendiendo espejitos desde tiempos memorables. Hasta el Toledo esta mejor equipado que este Polo la neta.",1
438,No sé qué es peor si el March,1
440, Es una mierda por el precio,1
442, directo a la basura,1
443,ese carro es muy sencillo y muy duro todo muy incómodo y caro,1
444,Se voltea igual que cucaracha con raid ? y. No vengan con que se corrigió si la que se andaba volcando tenía esp esta ni esp tiene ??,1
445, Que versión más rara,1
446,Esa hueva es inestable ya le hicieron pruebas duras..para que sigas vivo mejor Ford,1
447,Hilux es la menos estable en cualquier volantazo se voltea,1
448, Hilux es muy inestable las pruebas lo demuestran,1
449,Yo que pensaba que la Tacoma era un robo. Esta le dice quitate.,1
450,Hay que estar muy pendejo para comprar esa madre,1
451,Una verdadera porqueria carisima,1
452,la peooooor camioneta del mercado de verdad no se como hay gente que compra eso,1
453,$791000 por un vento hecho camioneta WTF,1
456,Qué pena que mataron al fiesta y Focus por darle prioridad a estos modelos,1
458,Nissan = autos MUY malos con CVT por mucha tecnologia en el motor y diseño que les quieran dar JAMÁS compraria un nissan ?? 1000 veces preferible Honda,1
461,A México llegará con una bolsa de aire,1
463, Va a seguir siendo el auto más burro del segmento... muy mal Nissan,1
464,El patito feo se convirtió en Cisne,1
465,Lástima.. esperaba más..,1
466,Por favor gasta más gasolina que una Silverado v8,1
469,De la recontraverga el bajón de calidad (otra vez) y soy fan de VW.,1
471,Lo más gracioso de VW es una fórmula gastada,1
473,Por ese precio mil veces un Audi A4 pero por mucho carro feo,1
474, El jetta se murió desde hace 2 generaciones,1
476,Ni de cerca el mejor de la historia,1
479,"Jajajajajaja ""Kia te da más por tu dinero"" ??? Solo los endulzaron y ahora si sacó el cobre esa marca culera.",1
480,Ese auto es anti milenials pero no anti pendejos por el precio,1
481,Demasiado caro.,1
485,La misma porquería gastalona de siempre,1
486,Nel ni madres ,1
487," La suspensión trasera la cagaron,",1
488,Siempre Nissan mete autos viejos y desechables para los mexicanos,1
489,esa suspensión de aire no va a aguantar la friega,1
490,"A mi ver quedó a deber, le quedó grande el nombre de Blazer.",1
493,siento que va ser de esos que dan el viejazo muy pronto.,1
496,"Jeep les puedo decir que no es un auto para moda en ciudad, no está diseñado para chulearlo en la plaza",1
497,¡Muy carísima! Y tiene tecnología de hace mas de 10 años.,1
498,Que versión más rara,1
500,Una verdadera porqueria carisima,1
502,No mames con 764 mil me compro un ram heavy duty 6.4 nueva o una laramie casi al mismo precio de esta ,1
504,El Vento de carga es muy caro para lo que ofrece.,1
505,$791000 por un vento hecho camioneta WTF,1
506,"no compren el beat, compre uno y esta pal perro!!!!!",1
508,"desechable, igual que todo lo desechable que hay en Nissan.",1
510,Los Nissan casa ves se venden menos. Nadie los quiere.,1
511,"Al ver esta cochinada de baja calidad,",1
512,De la recontraverga el bajón de calida,1
513, mi sí me gusta pero los materiales en la parte de atrás (las puertas sobre todo) se ven de la vrga ,1
514,Espero que esta línea del Jetta no dure más de 6 años !! Está Horrible ,1
515,con mas de 500000 es un robo,1
516,está chafa y sin salidas de aire atrás,1
518,Demasiado caro,1
519,"Esa basura austera cuesta 309,000 pesos mexicanos",1
520,Ese auto es anti milenials pero no anti pendejos por el precio,1
521,Demasiado caro.,1
522,Caro,1
523, me sorprende que éste trae menos equipo y mucho más caro! Muy mal por Kia..,1
524,"La misma porquería gastalona de siempre, pero ahora más caro",1
526,Tren motriz viejo alto consumo no cumple lo ofrecido por la marca,1
527,no es atractivo a la vista como la generación anterior.,1
530, nissan esta haciendo puras cochinadas...,1
531,No creo que este carro se venda bien en Estados Unidos por el nombre,1
533, siento que va ser de esos que dan el viejazo muy pronto.,1
535,Son de pésima calidad,1
536,"Que pésimo auto,",1
537,últimamente VW está elevando sus precios de una manera estúpida ... por decirlo de alguna manera.,1
538,"No mamen, mejor una Saveiro que te carga casi lo mismo.",1
539,demasiado cara para lo que es,1
542,Prefiero el sedán.,1
543,si supieran que mazda le robo.los diseños a nissan infiniti ,1
544,"Más caro que el Mazda 6 y el Honda Accord, transmisión cvt... La tiene muy difícil",1
546,No mamen esa chingadera es un sentra de atrás ?,1
547,falta sorprendernos por la porqeria que mandaran a México,1
548,Esperen a ver el precio y va a dejar de ser el más vendido,1
549,"!! Está Horrible ! Creo que el Nissan Sentra esta mejor en cuestion de ""diseño"" y eso que desde el 2012 que no cambian la línea !",1
551,Demasiado caro. Prefiero un Suzuki Swift o Seat Ibiza en versiones intermedias.,1
552,"Arriba de 320 mil, no gracias ya entramos a otro segmento, básico quizás, pero otro nivel",1
554,"la verdad no caere en consumismo, no hay mucho cambio, de perfil la gente no nota la diferencia y de frente solo los que tenemos mazda o los cars lovers lo notan.",1
555,Prácticamente es lo mismo pero más caro,1
557,"waoo que cofresote, que motor trae? v10 o un v12? a no es un mazda es pura faramaya",1
559,Se me hacia mas bonito el interior de la generación anterior,1
560,no es atractivo a la vista como la generación anterior.,1
563,"Claro, la estrella a una camioneta que si quieres 6 bolsas de aire tienes que pagar más de $400000.",1
564,No creo que este carro se venda bien en Estados Unidos por el nombre,1
566,"Tanta inversión y... ¿no quedó nada para renovar el tablero?, se ve horrible.",1
567,"Increíble que Hyundai empezó haciendo autos de mierda, ha pasado por un largo camino",1
568, El problema no es comprarlo sino venderlo porque nadie te lo comprara,1
569,directo a la basura ,1
570,últimamente VW está elevando sus precios de una manera estúpida ,1
572,Definitivamente los europeos no saben nada de pickups. Para eso están los americanos y los japoneses copiones.,1
573,Yo que pensaba que la Tacoma era un robo. Esta le dice quitate.,1
576,Prefiero la frontier. Para lo que va a servir la camioneta,1
577,la peooooor camioneta del mercado de verdad no se como hay gente que compra eso,1
578,"está carisima para lo que ofrece, común denominador en VW",1
579,"Físicamente parece que un tesla se cogio a un kia niro, y salió esa belleza tropical jajaja",1
580,"Esta horrible, mecánicamente parece muy buena, pero el diseño es muy malo.",1
582,si supieran que mazda le robo.los diseños a nissan infiniti no dirian eso jaja que mecos,1
583,Otra vez CVT Nissan... pero no entiendes....cuando aprenderas de tus compañeritos... sacas 7,1
584,No mamen esa chingadera es un sentra de atrás ???? que no les den atole con el dedo XD y el precio ya me imagino se los van a querer vender como un BMW ???,1
585,falta sorprendernos por la porqeria que mandaran a México,1
586,"Lo malo de Nissan que para México mete pura mala calidad en sus autos parecen latas con motor, los comparas con los que vende en EUA y nada que ver uno con otro",1
587," solo los incautos e ignorante se iran a comprar este ""espejito"" ??? Pésimo por Nissan ?",1
589,El patito feo se convirtió en Cisne,1
590,La misma gata nomás revocada si sigue montado en el chasis actual del versa o en cual? Por que el versa es horrible la sensación de manejo todo el ruido exterior entra y no se diga el motor,1
592,"l jetta más horrible de la historia, pero no va a falta el vagueto que diga que es casi casi casi un Audi",1
594,La Ford F-150 se ríe de este ataúd con ruedas el cual ha tenido bajas calificaciones en varias pruebas de impactos c:,1
595,Cuantos kilómetros por pozo petrolero da?,1
597,Esta Feo.,1
598,Con esa parrilla parece que Johnny Laboriel te quiere dar un beso.,1
599,Ni de cerca el mejor de la historia,1
600,"En una opinión muy personal, para mi jetta siempre a sido mala calidad, y e tenido dos nuevos. Y los compre por más baratos pero ahora ni eso!",1
601,"VW creo que se esmero por mucho en algo....en darle en toda la Mauser al Jetta,quien sabe que quiso hacer pero el carro es horrible,ni siquiera está versión que se supone es deportiva deja de parecer un auto para una persona de 60 años.",1
602,6 km x litro? ☹,1
603,10000 km y ya tienen desgaste de los asientos? No pues genial,1
605, Arriba de 300 mil y con ese equipo mediocre?,1
606,CARISIMOS SUS AUTOS...,1
607,"No me gustó, es mejor diseño el pasado, este lo veo simple y sin chiste. Hay mejores.",1
608,"Paso lo del Bora con el Jetta, que empeoro dinàmicamente con el nuevo modelo",1
609,ya la están cagando en mazda,1
610,¿Cómo va a ser mejor la suspensión de ese auto que la de un León? No inventes jajaja,1
611,"Mazda totalmente Premium solo, falta que lo de más caro, para que creamos que es Premium.",1
613,"MUY BIEN CONSIDERAREMOS A MAZDA COMO MARCA PREM..... QUÉ?! ME ACABAN DE INFORMAR QUE EL MAZDA 3 USA EJE DE TORSIÓN ATRÁS, SE CANCELA TODO LO SIENTO ADIÓS!",1
614,"Nel ni madres es eje de torsión y punto, es chafa alv",1
615, Prácticamente es lo mismo pero más caro,1
616," Los MAZDA me dan hueva. Es un recalentado de recalentado de recalentado,,, que haga algo bien hecho original y ya. No que es una copia de varias marcas premium.",1
617,Este auto me recuerda a nissan sentra :( mas bien puro humo,1
618,"waoo que cofresote, que motor trae? v10 o un v12? a no es un mazda es pura faramaya jajaj",1
620,. Hasta un VW gli esta menos caro.,1
622," en cuanto a diseño es el mas aburrido desde el Civic 9° y los cambios son en su mayoría estéticos, así que no me parece nada interesante,",1
623,Un Civic básico austero y con motor aspirado,1
624,Parece que las marcas ya quieren extinguir varios autos que eran buenos para el público al que estaban destinados,1
625,Kia que nos trae carros muy caros y sin equipamiennto decente.,1
627,"El Civic está feito, es de los.peores o el peor diseño que ha tenido desde los 90s",1
629,Frente: Civic con labio -leporino- fisurado Lado: Audi? Fusion? Detrás: Versa?,1
630,el precio una de sus áreas más débiles....,1
631,Parece un Jetta ... Es un auto meh!,1
633, Que feoooo civic,1
634,"sinceramente se me hizo muy simple, y normal,",1
635,Precios muy caros! ,1
636," Mazda 3, jetta, las porquerias surcoreanas y corolla: osea que ya puedo cobrar 470k por los austeros ?",1
637, Espero tenga ventas bajas para que vean la porquería que ofrecieron,1
638,"Medio millón por un Honda Civic ??? suerte a los que lo compraran, de verdad bendiciones",1
639,Para mí gusto feo,1
640,Le va mejor el titulo “Elevando el precio de la categoría” ¿580 mil por un Civic? Ya está más caro que un GLI.,1
641, Que manera de masacrar la generación pasada ?,1
642,No m4mes! le subieron 140 mil pesos de un golpe!,1
643,"Wacala!!! Está horrible por fuera, me quedo con el pasado!!",1
644,Carísimo! Es todo que tengo que decir.,1
647,"uve la 10 generación del Civic y era hermoso, nada que ver con esta nueva mamada que hicieron. Está caro como la chingada!!",1
649,El precio es excesivo,1
650,Quedó culerisimo,1
651," Parece más un accord, que un Civic",1
654," Mejor habla de los ? de Audi que tal se ofenden por no hablar bien de sus vw glorificados pero defienden a ladrones, Audi cueva de ladrones.",1
655,es la generación más Qlera!,1
656,El peor diseño de civic el anterior es muy superior,1
657, preferiría un vw jetta gli por el mismo precio:),1
658,Lastina se esperaba mucho más por ese precio.,1
659," Esta bien cul3r0, esas calaveras como copiándole al Jetta pero hazlas más altas para disimular (Y no es que me encanten las del Jetta), pinch3 Honda que marranadas haces en los autos, solo se salva la CR-V ?",1
661, Tiene frente del toyota camry,1
662,Pinche honda dio dos pasos para atrás con esta generación prefiero mil veces mi 8va,1
663, Esta CULERISIMO! Mil veces la generación anterior.,1
665,"Es como en las películas la uno era la dos y la dos era la uno. Jajaja está parece versión anterior, horrible el frente.",1
666,"Elevando el PRECIO sin justificación""... por cierto, el exterior parece un jetta y la pantalla del estéreo parece de un Mazda",1
667,Super caro en comparación con su competencia,1
668,Muy caro,1
669,"Mataron la deportividad famosa del civic, la misma receta de City y Accord",1
673," siento que en esta versión perdió el toque ""deportivo"" que tenia el Civic y lo hicieron mas estilo sedan para abuelitos.",1
675,Aburrido y simple.,1
676,Una gran mentada de madre ese precio,1
677,A mi no me gustó pero a mi abuelita si!,1
678," Que le pasa a Honda muy mal, seguramente no será un súper ventas",1
680, * El peor y más caro del segmento* Diseño de Dodge attitude,1
682,"Decepción total, feo y caro",1
683, Hay piedras más bonitas que ese carro.,1
684, Demasiado caro. Demasiado,1
686," El precio lo saca de contexto, igual que pasó con el Virtus",1
687,"... EL precio lo MATÓ,... !!!",1
688,Este coche nació muerto como el Virtus.,1
690, El Cruze NG era mejor opción hace años que este auto. Que vergüenza,1
691,Desde mi punto de vista esta muerto el cavalier,1
692,La estrategia de Chevrolet es tan confusa como sus ideas a la hora de titular el vídeo como “ahora si por Jetta”,1
693,Por ser chino es muchísimo mejor el J7. Ya con la seguridad lo mata. Tenemos esa maldita costumbre de querer seguir vivos.,1
694,Es una verdadera tontería este carro,1
695,"Me parece demasiado elevado el precio, no creo que lo valga.",1
696,"Un auto demasiado caro, y mas en su versión ""rs""",1
697, Nmms quien en su sano juicio se compraría esta madre,1
699, Es por los chinos conrrazon,1
700,Carísimo para lo que es… buena suerte a los de chevrolet intentando vender eso.,1
701, Basura de 400 k,1
702,No pues muy costoso se proyecta fracaso en ventas.,1
703, Como dice cepillin en bosque de la China la Chinita un Cavalier fabricó y es muy parecido al Sedan de MG.,1
704,Eso es una cochinada no cree,1
706,qué caros se están volviendo los autos!,1
707,Me empezaba a gustar hasta que escuche el precio,1
708,"Suene como suene, este auto es una chinadera literal, mal hecho, feo poco seguro CARO, una burla, sin asistencias de seguridad etc etc,pero bueno habrá gente que caiga y lo compre y ojalá les salga bueno... ta feo y CARO .",1
709, Una grosería compararlo con un Jetta o un Mazda 3,1
710, Un auto que nació muerto,1
711,Es probablemente la peor opción del segmento.,1
713,"No sé si Chevrolet quiso hacer una broma de mal gusto, o de plano son tan idiotas de presentar semejante porquería y creer que se iba a vender como pan caliente....",1
714,"Que gracioso es saber que te quieres vender la misma mamada de carro de hace 4 años solo con unos cuantos plásticos duros diferentes, montando igual un motor de onix ? En verdad alguien de el público piensa comprar este carro teniendo en el mercado mazda, honda y toyota?",1
715,Tal parece que sacaron tremenda porquería con el único objetivo de hacer el ridículo,1
718,MI PULGAR ABAJO ES PARA EL CARRO.,1
719," ¡¿Qué demonios tenía Chevrolet en la cabeza con ese precio y esas características?! Está fatal!!! Lo único que vale la pena es el rediseño, de ahí en fuera es un total FUCHI",1
721,"Nunca espero Nada de Chevrolet y aún así logra decepcionarme, es tan mal producto el cavalier que hace que los su compactos se vean atractivos",1
